Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD03825,Defibrillator,2023-05-29,2,Ultramed,Model-400,Usa,4181.008256005087,11.122543358078724,4,1,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned log file cleared,2,nuevo,1,0
MD00813,Ct Scanner,2021-10-13,4,Medequip,Model-650,Japan,2309.3938183080586,5.404700240711741,2,2,1,System performance degraded due to overheating; mitigation via software patch. minor issue temporary glitch,4,medio,1,0
MD01945,Ct Scanner,2020-02-06,5,Cardiosync,Model-100,Canada,7152.416356905736,3.7749899052381695,2,1,3,overheating caused operational delay; firmware update initiated. critical failure emergency shutdown,5,medio,1,0
MD00163,Ct Scanner,2023-01-15,2,Cardiosync,Model-650,Uk,3428.478639338068,2.9890930224864656,2,2,1,System performance degraded due to circuit failure; mitigation via system reset. log cleaned stable condition,2,nuevo,1,0
MD05240,Mri Scanner,2020-11-29,5,Cardiosync,Model-550,Usa,312.5983511889576,9.36484083477909,2,3,2,battery wear caused operational delay; system reset initiated. driver update non-critical warning,5,medio,1,0
MD04912,Ct Scanner,2022-03-21,3,Scanpro,Model-100,Uk,16485.956294723754,26.46911989085265,3,1,3,System performance degraded due to circuit failure; mitigation via system reset. critical failure sensor replacement,3,nuevo,1,1
MD02038,Infusion Pump,2023-09-22,2,Cardiosync,Model-100,Japan,8984.847821128657,5.395277234550737,2,5,3,System performance degraded due to battery wear; mitigation via system reset. critical failure urgent inspection needed,2,nuevo,1,1
MD00503,Defibrillator,2019-04-18,6,Imagingtech,Model-150,Canada,6672.254613934883,4.070210771604476,2,3,1,Component firmware update after detecting data lag; functionality restored. quick fix low priority fault,6,medio,1,0
MD03392,Infusion Pump,2014-01-06,11,Medequip,Model-550,Usa,5291.701448271105,8.224855744774793,1,4,1,Routine check completed; overheating observed during diagnostics. minor issue low priority fault,11,viejo,1,0
MD02018,Mri Scanner,2021-03-30,4,Imagingtech,Model-650,Usa,11822.992126541889,30.62678965859208,5,1,3,Component software patch after detecting abnormal sound; functionality restored. reboot failed system crash,4,medio,1,1
MD05411,Ct Scanner,2014-06-08,11,Imagingtech,Model-100,Canada,5828.683713285315,4.248477151803919,4,2,2,System performance degraded due to circuit failure; mitigation via recalibration. moderate delay driver update applied,11,viejo,1,0
MD00788,Mri Scanner,2020-11-23,5,Imagingtech,Model-650,Italy,22557.00021183244,12.487625614990549,3,2,3,data lag caused operational delay; system reset initiated. critical failure critical malfunction,5,medio,1,1
MD04558,Infusion Pump,2023-05-10,2,Imagingtech,Model-200,Canada,7196.35204160013,3.5590145849254378,5,2,1,Routine check completed; software crash observed during diagnostics. log cleaned minor issue,2,nuevo,1,0
MD00008,Mri Scanner,2016-03-14,9,Medequip,Model-350,Uk,16751.78901660866,22.10444778731785,1,3,3,Component firmware update after detecting software crash; functionality restored. data loss emergency shutdown,9,viejo,1,1
MD05255,Ct Scanner,2015-06-26,10,Scanpro,Model-100,Japan,9452.223345068893,3.436454693232612,1,2,2,Component firmware update after detecting sensor misalignment; functionality restored. reviewed logs driver update applied,10,viejo,1,1
MD01520,X-Ray Machine,2016-06-05,9,Imagingtech,Model-500,Japan,6193.439670255014,5.211499225374059,5,2,1,circuit failure caused operational delay; recalibration initiated. software reset stable condition,9,viejo,1,0
MD00443,Mri Scanner,2019-02-10,6,Rescuetech,Model-400,Uk,7059.920898700674,5.326428722154584,5,0,1,software crash caused operational delay; recalibration initiated. quick fix quick fix,6,medio,0,0
MD04323,Pet Scanner,2020-09-01,5,Rescuetech,Model-250,Usa,6840.451305434296,6.628809015396046,5,0,2,System performance degraded due to abnormal sound; mitigation via firmware update. moderate delay performance warning,5,medio,0,0
MD02901,Defibrillator,2013-07-15,12,Imagingtech,Model-150,France,17576.409633325187,29.4674687445232,5,2,3,battery wear caused operational delay; replacement initiated. reboot failed sensor replacement,12,viejo,1,1
MD04281,Pet Scanner,2016-07-31,9,Scanpro,Model-450,Canada,3645.895218797317,3.984957093291296,5,1,1,Component inspection after detecting abnormal sound; functionality restored. minor issue stable condition,9,viejo,1,0
MD03246,Mri Scanner,2013-10-24,12,Ultramed,Model-250,Italy,1168.1065610849607,1.7741230144167728,2,6,1,Routine check completed; software crash observed during diagnostics. software reset stable condition,12,viejo,1,0
MD03432,Pet Scanner,2019-10-16,6,Scanpro,Model-550,Uk,-1446.7412675456374,14.13363615879135,1,1,2,Routine check completed; overheating observed during diagnostics. moderate delay performance warning,6,medio,1,0
MD00809,Pet Scanner,2021-07-19,4,Rescuetech,Model-400,Canada,13528.615103012366,32.94653723491451,3,0,3,Routine check completed; circuit failure observed during diagnostics. sensor replaced high priority failure,4,medio,0,1
MD05394,Pet Scanner,2022-10-15,3,Medequip,Model-500,France,5085.90009102283,5.156706802090923,3,3,1,Component system reset after detecting sensor misalignment; functionality restored. software reset system check passed,3,nuevo,1,0
MD01788,Pet Scanner,2021-01-23,4,Rescuetech,Model-200,Usa,4652.829709121079,6.122803244768753,4,2,1,System performance degraded due to circuit failure; mitigation via software patch. log cleaned minor issue,4,medio,1,0
MD02484,Pet Scanner,2020-07-20,5,Scanpro,Model-250,Canada,6741.082414636727,2.410458056342446,4,0,1,Component firmware update after detecting data lag; functionality restored. minor issue routine reset,5,medio,0,0
MD02818,Ct Scanner,2018-07-04,7,Imagingtech,Model-100,Italy,6316.728893015943,4.684288791059722,2,0,1,Component replacement after detecting overheating; functionality restored. quick fix log file cleared,7,medio,0,0
MD01718,X-Ray Machine,2024-01-10,1,Imagingtech,Model-300,Japan,16507.63573322465,8.047814691628204,5,1,2,System performance degraded due to software crash; mitigation via firmware update. reviewed logs average severity report,1,nuevo,1,1
MD01458,Defibrillator,2016-06-27,9,Rescuetech,Model-200,Usa,-915.990759808712,10.661840351294028,5,0,2,Component inspection after detecting voltage spike; functionality restored. driver update driver update applied,9,viejo,0,0
MD04256,X-Ray Machine,2018-12-15,7,Ultramed,Model-450,Italy,8707.12238237288,25.795438795082024,5,5,3,System performance degraded due to abnormal sound; mitigation via recalibration. reboot failed system crash,7,medio,1,1
MD04448,Defibrillator,2017-03-14,8,Imagingtech,Model-500,Italy,11441.477657227002,7.472404404464956,2,1,2,Component firmware update after detecting data lag; functionality restored. reviewed logs device required inspection,8,viejo,1,1
MD01150,X-Ray Machine,2014-03-12,11,Ultramed,Model-100,Uk,12129.440202356298,8.849524153316878,2,0,2,abnormal sound caused operational delay; recalibration initiated. moderate delay average severity report,11,viejo,0,1
MD00280,Pet Scanner,2017-10-01,8,Scanpro,Model-450,Japan,17012.76856650316,19.18535965812227,3,0,3,Routine check completed; battery wear observed during diagnostics. data loss critical failure,8,viejo,0,1
MD04503,Infusion Pump,2019-11-15,6,Ultramed,Model-400,Italy,3558.151328566312,1.946221802308738,2,2,1,Component component upgrade after detecting battery wear; functionality restored. software reset stable condition,6,medio,1,0
MD03196,Infusion Pump,2021-05-13,4,Ultramed,Model-100,France,14450.90656988011,3.99912762135016,5,1,2,Component recalibration after detecting data lag; functionality restored. component issue performance warning,4,medio,1,1
MD02949,Infusion Pump,2018-12-27,7,Scanpro,Model-600,France,16916.169552557516,4.892279531107461,3,4,2,System performance degraded due to software crash; mitigation via replacement. component issue non-critical warning,7,medio,1,1
MD02770,Ct Scanner,2018-10-20,7,Ultramed,Model-500,Italy,8514.874648881301,2.408396330785533,3,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay average severity report,7,medio,1,1
MD05247,Defibrillator,2022-04-08,3,Ultramed,Model-550,Uk,4051.429302621029,10.008201312339937,3,3,1,abnormal sound caused operational delay; software patch initiated. minor issue routine reset,3,nuevo,1,0
MD02629,Defibrillator,2022-03-03,3,Cardiosync,Model-500,Usa,8013.195429371917,9.600317429062608,4,2,1,circuit failure caused operational delay; firmware update initiated. minor issue log file cleared,3,nuevo,1,1
MD02709,Ct Scanner,2019-12-03,6,Rescuetech,Model-150,Uk,6555.462031804843,7.0006055196286034,2,2,2,abnormal sound caused operational delay; system reset initiated. component issue device required inspection,6,medio,1,0
MD00877,Pet Scanner,2013-10-10,12,Imagingtech,Model-150,France,4279.861959678577,8.151488937874705,5,2,1,Component recalibration after detecting software crash; functionality restored. minor issue stable condition,12,viejo,1,0
MD00633,Mri Scanner,2022-05-27,3,Ultramed,Model-500,Uk,6450.823164630213,7.077049042333603,3,3,1,Component inspection after detecting data lag; functionality restored. quick fix quick fix,3,nuevo,1,0
MD02915,Infusion Pump,2023-02-25,2,Scanpro,Model-150,Usa,6149.708769802628,33.769554841458124,4,1,3,battery wear caused operational delay; inspection initiated. reboot failed sensor replacement,2,nuevo,1,0
MD02459,Infusion Pump,2019-07-23,6,Imagingtech,Model-250,Japan,12267.149952306934,6.262296343420354,5,1,2,abnormal sound caused operational delay; system reset initiated. reviewed logs component review,6,medio,1,1
MD02790,Pet Scanner,2022-11-17,3,Ultramed,Model-200,Canada,19499.11838536123,7.140114754474316,1,1,3,Routine check completed; software crash observed during diagnostics. data loss system crash,3,nuevo,1,1
MD00808,Pet Scanner,2014-11-29,11,Imagingtech,Model-650,France,10131.081440036098,23.584388192281065,2,1,3,data lag caused operational delay; system reset initiated. reboot failed high priority failure,11,viejo,1,1
MD01483,Defibrillator,2013-04-23,12,Medequip,Model-400,Usa,15232.42375377525,32.91463469055495,4,0,3,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement,12,viejo,0,1
MD04988,Mri Scanner,2013-08-22,12,Scanpro,Model-300,Italy,-2272.757459959347,3.436809975865996,1,3,3,System performance degraded due to software crash; mitigation via replacement. reboot failed high priority failure,12,viejo,1,0
MD01871,Ct Scanner,2018-12-07,7,Scanpro,Model-150,Usa,3102.1766920967893,5.870367933768126,3,1,1,data lag caused operational delay; component upgrade initiated. log cleaned low priority fault,7,medio,1,0
MD04474,Infusion Pump,2019-03-09,6,Rescuetech,Model-500,Canada,17484.30175019584,8.599608435852955,5,3,3,software crash caused operational delay; firmware update initiated. reboot failed urgent inspection needed,6,medio,1,1
MD05494,X-Ray Machine,2019-07-09,6,Imagingtech,Model-650,Italy,6015.369443562506,16.59790446925076,5,1,2,circuit failure caused operational delay; firmware update initiated. moderate delay moderate delay,6,medio,1,0
MD03072,Pet Scanner,2015-05-04,10,Ultramed,Model-600,Canada,2795.5378379629324,1.7668772750669302,1,1,1,Routine check completed; data lag observed during diagnostics. quick fix quick fix,10,viejo,1,0
MD01778,Mri Scanner,2022-08-12,3,Ultramed,Model-550,Canada,7947.932820528721,10.10415670852975,4,1,3,software crash caused operational delay; recalibration initiated. reboot failed system crash,3,nuevo,1,1
MD03070,X-Ray Machine,2017-10-23,8,Rescuetech,Model-250,Usa,18994.42740212357,7.17988993911855,2,3,3,Routine check completed; data lag observed during diagnostics. data loss sensor replacement,8,viejo,1,1
MD05024,Infusion Pump,2013-08-29,12,Scanpro,Model-250,Uk,9043.595065269234,5.083714241424371,1,1,2,Component inspection after detecting circuit failure; functionality restored. driver update device required inspection,12,viejo,1,1
MD00152,Defibrillator,2013-09-10,12,Rescuetech,Model-650,Italy,15461.740068642952,18.52872463929415,3,1,3,Routine check completed; circuit failure observed during diagnostics. reboot failed critical malfunction,12,viejo,1,1
MD02379,Mri Scanner,2018-11-21,7,Imagingtech,Model-250,Usa,6555.392984287353,6.116095654822754,5,2,1,System performance degraded due to data lag; mitigation via system reset. minor issue routine reset,7,medio,1,0
MD03085,X-Ray Machine,2015-11-27,10,Rescuetech,Model-100,Uk,4051.283704905341,4.208976396475628,1,1,1,Component system reset after detecting voltage spike; functionality restored. log cleaned system check passed,10,viejo,1,0
MD03539,Mri Scanner,2020-01-01,5,Rescuetech,Model-350,Italy,7411.69578241505,5.001793261071432,3,2,2,Component software patch after detecting overheating; functionality restored. component issue performance warning,5,medio,1,1
MD00156,X-Ray Machine,2015-02-02,10,Ultramed,Model-600,France,2139.5664624879896,1.6412754835395806,3,3,1,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue log file cleared,10,viejo,1,0
MD05152,Pet Scanner,2022-07-14,3,Imagingtech,Model-350,Uk,7360.414589398572,15.662453136163595,1,3,2,Component inspection after detecting data lag; functionality restored. component issue average severity report,3,nuevo,1,1
MD01783,Defibrillator,2019-07-06,6,Cardiosync,Model-450,Japan,4933.441237585357,15.58516581447618,3,3,3,Component replacement after detecting battery wear; functionality restored. data loss sensor replacement,6,medio,1,0
MD03515,Ct Scanner,2017-07-02,8,Imagingtech,Model-100,Canada,1496.202271419895,8.403011492555702,3,0,3,Component inspection after detecting abnormal sound; functionality restored. sensor replaced urgent inspection needed,8,viejo,0,0
MD04530,Defibrillator,2022-04-01,3,Imagingtech,Model-350,Japan,3449.027785491151,14.619632740742883,2,4,2,Component firmware update after detecting sensor misalignment; functionality restored. component issue performance warning,3,nuevo,1,0
MD02713,Infusion Pump,2014-08-19,11,Imagingtech,Model-600,Italy,9985.540118202898,18.77700062718404,5,1,2,System performance degraded due to circuit failure; mitigation via inspection. moderate delay average severity report,11,viejo,1,1
MD02396,X-Ray Machine,2023-07-17,2,Medequip,Model-450,Japan,10470.90189807309,20.293179614173493,4,3,3,Routine check completed; data lag observed during diagnostics. reboot failed hardware fault,2,nuevo,1,1
MD02608,Pet Scanner,2018-04-12,7,Rescuetech,Model-100,Italy,7439.656401215391,6.444558706609581,5,1,1,software crash caused operational delay; replacement initiated. minor issue low priority fault,7,medio,1,1
